,path,link,name,dvornik
707,"LADA (ВАЗ),Priora,(07-)",https://avto-dvorniki.ru/car/lada_vaz/priora/0823/,Стеклоочистители для LADA (ВАЗ) Priora (07-),",Комплект Hella Razor Hybrid (20+20),Комплект Bosch AeroTwin (AR20U+AR20U),Комплект Trico Ice (ICE500+ICE500),Комплект Alca Super Flat (ASF50+ASF50),Комплект Heyner Hybrid (HG50+HG50),Комплект Alca Winter (AW50+AW50),Комплект SWF VisioNext (119850+119850),Комплект Trico NeoForm (NF500+NF500),Комплект Hella Dyna Blade (WBU20+WBU20)"
708,"LADA (ВАЗ),Vesta,(15-)",https://avto-dvorniki.ru/car/lada_vaz/vesta/1534/,Стеклоочистители для LADA (ВАЗ) Vesta (15-),",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект Alca Winter (AW60+AW45),Комплект Bosch AeroTwin (AR24U+AR18U)"
709,"LADA (ВАЗ),XRAY,(15-)",https://avto-dvorniki.ru/car/lada_vaz/xray/1533/,Стеклоочистители для LADA (ВАЗ) XRAY (15-),",Комплект Bosch AeroTwin Plus (AP650U+AP340U),Комплект Bosch AeroTwin A868S,Комплект Hella Dyna Blade (WBU26+WBU14)"
710,"Land Rover,Defender,90, (83-)",https://avto-dvorniki.ru/car/land_rover/defender/0274/,"Стеклоочистители для Land Rover Defender 90, (83-)",",Комплект Bosch AeroTwin (AR13U+AR13U),Комплект Denso Hybrid (DU-035L+DU-035L),Комплект Hella Razor Hybrid (14+14),Комплект SWF VisioNext (119835+119835),Комплект Alca Winter (AW33+AW33),Комплект Hella Dyna Blade (WBU14+WBU14)"
711,"Land Rover,Defender,110, (83-)",https://avto-dvorniki.ru/car/land_rover/defender/1265/,"Стеклоочистители для Land Rover Defender 110, (83-)",",Комплект Denso Hybrid (DU-035L+DU-035L),Комплект Hella Razor Hybrid (14+14),Комплект SWF VisioNext (119835+119835),Комплект Hella Dyna Blade (WBU14+WBU14)"
712,"Land Rover,Discovery,Sport (14-)",https://avto-dvorniki.ru/car/land_rover/discovery/0858/,Стеклоочистители для Land Rover Discovery Sport (14-),",Комплект Bosch AeroTwin AR701S,Комплект Bosch AeroTwin (AR26U+AR20U),Комплект Alca Super Flat (ASF65+ASF50),Комплект Heyner Hybrid (HG65+HG50),Комплект Hella Razor Hybrid (26+20),Комплект Alca Winter (AW65+AW50),Комплект Valeo HydroConnect Upgrade (HU65+HU50)"
713,"Land Rover,Discovery,5 пок., (16-)",https://avto-dvorniki.ru/car/land_rover/discovery/1603/,"Стеклоочистители для Land Rover Discovery 5 пок., (16-)",",Комплект Bosch AeroTwin A315S,Комплект SWF VisioFlex 119478"
714,"Land Rover,Discovery,4 пок., (14-16) рестайлинг",https://avto-dvorniki.ru/car/land_rover/discovery/1602/,"Стеклоочистители для Land Rover Discovery 4 пок., (14-16) рестайлинг",",Комплект Bosch AeroTwin AR550S,Комплект Denso Flat (DFR-006+DFR-006)"
715,"Land Rover,Discovery,4 пок., (09-14)",https://avto-dvorniki.ru/car/land_rover/discovery/0276/,"Стеклоочистители для Land Rover Discovery 4 пок., (09-14)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект Denso Hybrid (DUR-055L+DUR-055L),Комплект Alca Super Flat (ASF56+ASF56),Комплект Heyner Hybrid (HG56+HG56),Комплект SWF VisioNext (119855+119855),Комплект Denso Flat (DFR-006+DFR-006),Комплект Trico NeoForm (NF550+NF550),Комплект SWF VisioFlex 119293,Комплект Valeo Silencio Flat VF366 / VM366,Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
716,"Land Rover,Discovery,3 пок., (04-09)",https://avto-dvorniki.ru/car/land_rover/discovery/0275/,"Стеклоочистители для Land Rover Discovery 3 пок., (04-09)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект Denso Hybrid (DUR-055L+DUR-055L),Комплект Alca Super Flat (ASF56+ASF56),Комплект Heyner Hybrid (HG56+HG56),Комплект SWF VisioNext (119855+119855),Комплект Denso Flat (DFR-006+DFR-006),Комплект Trico NeoForm (NF550+NF550),Комплект SWF VisioFlex 119293,Комплект Valeo Silencio Flat VF366 / VM366,Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
717,"Land Rover,Discovery,2 пок., (98-04)",https://avto-dvorniki.ru/car/land_rover/discovery/1454/,"Стеклоочистители для Land Rover Discovery 2 пок., (98-04)",",Комплект Bosch Twin 807"
718,"Land Rover,Freelander,2 пок., (12-15) 2-ой рестайлинг",https://avto-dvorniki.ru/car/land_rover/freelander/0860/,"Стеклоочистители для Land Rover Freelander 2 пок., (12-15) 2-ой рестайлинг",",Комплект Bosch AeroTwin A929S,Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-023,Комплект Valeo First Multiconnection (VFB60+VFB50)"
719,"Land Rover,Freelander,2 пок., (10-12) рестайлинг",https://avto-dvorniki.ru/car/land_rover/freelander/0859/,"Стеклоочистители для Land Rover Freelander 2 пок., (10-12) рестайлинг",",Комплект Bosch AeroTwin A929S,Комплект Bosch AeroTwin Multi-Clip AM462S,Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-023,Комплект SWF VisioFlex 119294,Комплект Valeo Silencio Flat VF398 / VM398,Комплект Valeo First Multiconnection (VFB60+VFB50)"
720,"Land Rover,Freelander,2 пок., (06-10)",https://avto-dvorniki.ru/car/land_rover/freelander/0278/,"Стеклоочистители для Land Rover Freelander 2 пок., (06-10)",",Комплект Bosch AeroTwin A929S,Комплект Bosch AeroTwin Multi-Clip AM462S,Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-023,Комплект SWF VisioFlex 119294,Комплект Valeo HydroConnect Front (HF60+HF50),Комплект Valeo Silencio Flat VF398 / VM398,Комплект Valeo First Multiconnection (VFB60+VFB50)"
721,"Land Rover,Freelander,1 пок., (97-06)",https://avto-dvorniki.ru/car/land_rover/freelander/0277/,"Стеклоочистители для Land Rover Freelander 1 пок., (97-06)",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico Ice (ICE550+ICE530),Комплект Denso Hybrid (DUR-055L+DUR-053L),Комплект Alca Super Flat (ASF56+ASF53),Комплект Heyner Hybrid (HG56+HG53),Комплект Alca Winter (AW56+AW53),Комплект Trico NeoForm (NF550+NF530),Комплект Valeo HydroConnect Upgrade (HU55+HU53),Комплект SWF VisioFlex 119743,Комплект Hella Razor Hybrid (22+21),Комплект Hella Dyna Blade (WBU22+WBU21),Комплект SWF VisioNext (119855+119853),Комплект Trico Force (TF550L+TF530L)"
722,"Land Rover,Range Rover,4 пок., (16-) рестайлинг",https://avto-dvorniki.ru/car/land_rover/range_rover/1762/,"Стеклоочистители для Land Rover Range Rover 4 пок., (16-) рестайлинг",",Комплект Bosch AeroTwin A315S"
723,"Land Rover,Range Rover,4 пок., (13-16)",https://avto-dvorniki.ru/car/land_rover/range_rover/0281/,"Стеклоочистители для Land Rover Range Rover 4 пок., (13-16)",",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Bosch AeroTwin (AR24U+AR20U),Комплект Trico Ice (ICE600+ICE500),Комплект Denso Hybrid (DUR-060L+DUR-050L),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект SWF VisioNext (119860+119850),Комплект Trico NeoForm (NF600+NF500),Комплект SWF VisioFlex 119763,Комплект Hella Dyna Blade (WBU24+WBU20)"
724,"Land Rover,Range Rover,3 пок., (02-12)",https://avto-dvorniki.ru/car/land_rover/range_rover/0280/,"Стеклоочистители для Land Rover Range Rover 3 пок., (02-12)",",Комплект Bosch Twin 808,Комплект SWF Original (116131+116131)"
725,"Land Rover,Range Rover,2 пок., (94-02)",https://avto-dvorniki.ru/car/land_rover/range_rover/0279/,"Стеклоочистители для Land Rover Range Rover 2 пок., (94-02)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Bosch AeroTwin AR550S,Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект Denso Hybrid (DUR-055L+DUR-055L),Комплект SWF VisioNext (119855+119855),Комплект Trico NeoForm (NF550+NF550),Комплект Valeo HydroConnect Upgrade (HU55+HU55),Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
726,"Land Rover,Range Rover Evoque,(11-)",https://avto-dvorniki.ru/car/land_rover/range_rover_evoque/0282/,Стеклоочистители для Land Rover Range Rover Evoque (11-),",Комплект Bosch AeroTwin A430S,Комплект Trico Ice (ICE600+ICE530),Комплект Heyner Hybrid (HG60+HG53),Комплект SWF VisioFlex 119256,Комплект Valeo Silencio Flat VF814 / VM814,Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Force (TF600L+TF530L),Комплект Denso Flat DF-060"
727,"Land Rover,Range Rover Sport,2 пок., (17-) рестайлинг",https://avto-dvorniki.ru/car/land_rover/range_rover_sport/1727/,"Стеклоочистители для Land Rover Range Rover Sport 2 пок., (17-) рестайлинг",",Комплект Bosch AeroTwin A297S,Комплект Trico Ice (ICE600+ICE500),Комплект Bosch AeroTwin Plus (AP600U+AP500U),Комплект Valeo Silencio Flat VF362 / VM362,Комплект Heyner Hybrid (HG60+HG50),Комплект Heyner All Seasons (HAS60+HAS50),Комплект Alca Winter (AW60+AW50),Комплект Denso Flat DF-007,Комплект Trico NeoForm (NF6013+NF5013)"
728,"Land Rover,Range Rover Sport,2 пок., (13-16)",https://avto-dvorniki.ru/car/land_rover/range_rover_sport/0284/,"Стеклоочистители для Land Rover Range Rover Sport 2 пок., (13-16)",",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Bosch AeroTwin (AR24U+AR20U),Комплект Trico Ice (ICE600+ICE500),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект SWF VisioNext (119860+119850),Комплект Trico NeoForm (NF600+NF500),Комплект Hella Dyna Blade (WBU24+WBU20)"
729,"Land Rover,Range Rover Sport,1 пок., (05-13)",https://avto-dvorniki.ru/car/land_rover/range_rover_sport/0283/,"Стеклоочистители для Land Rover Range Rover Sport 1 пок., (05-13)",",Комплект Bosch AeroTwin (AR22U+AR22U),Комплект Bosch AeroTwin AR550S,Комплект Hella Razor Hybrid (22+22),Комплект Trico Ice (ICE550+ICE550),Комплект SWF VisioNext (119855+119855),Комплект Denso Flat (DFR-006+DFR-006),Комплект Trico NeoForm (NF550+NF550),Комплект SWF VisioFlex 119293,Комплект Valeo Silencio Flat VF366 / VM366,Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
730,"Land Rover,Range Rover Velar,(17-)",https://avto-dvorniki.ru/car/land_rover/velar/1892/,Стеклоочистители для Land Rover Range Rover Velar (17-),",Комплект Bosch AeroTwin A309S,Комплект Bosch AeroTwin Plus (AP650U+AP475U),Комплект Bosch AeroTwin Multi-Clip AM467S,Комплект Trico Ice (ICE650+ICE480),Комплект Alca Super Flat (ASF65+ASF48),Комплект Heyner Hybrid (HG65+HG48),Комплект Heyner All Seasons (HAS65+HAS48),Комплект SWF VisioFlex 119431,Комплект Valeo HydroConnect Front (HF65+HF48),Комплект Valeo First Multiconnection (VFB65+VFB48),Комплект Hella Dyna Blade (WBU26+WBU19),Комплект Trico Flex (FX650+FX480),Комплект Trico NeoForm (NF659+NF489),Комплект Denso Flat DF-039"
731,"Lexus,CT,200h, (14-) рестайлинг",https://avto-dvorniki.ru/car/lexus/ct/0861/,"Стеклоочистители для Lexus CT 200h, (14-) рестайлинг",",Комплект Bosch AeroTwin AR813S,Комплект Bosch AeroTwin (AR26U+AR18U),Комплект Alca Super Flat (ASF65+ASF45),Комплект Heyner Hybrid (HG65+HG45),Комплект Heyner All Seasons (HAS65+HAS45),Комплект Hella Razor Hybrid (26+18),Комплект SWF VisioNext (119865+119845),Комплект Alca Winter (AW65+AW45)"
732,"Lexus,CT,200h, (10-14)",https://avto-dvorniki.ru/car/lexus/ct/0315/,"Стеклоочистители для Lexus CT 200h, (10-14)",",Комплект Bosch AeroTwin AR813S,Комплект Bosch AeroTwin (AR26U+AR18U),Комплект Trico Ice (ICE650+ICE450),Комплект Denso Hybrid (DUR-065L+DUR-045L),Комплект Alca Super Flat (ASF65+ASF45),Комплект Heyner Hybrid (HG65+HG45),Комплект Heyner All Seasons (HAS65+HAS45),Комплект Hella Razor Hybrid (26+18),Комплект SWF VisioNext (119865+119845),Комплект Alca Winter (AW65+AW45),Комплект Trico NeoForm (NF650+NF450),Комплект Hella Dyna Blade (WBU26+WBU18)"
733,"Lexus,ES,6 пок., (12-)",https://avto-dvorniki.ru/car/lexus/es/0862/,"Стеклоочистители для Lexus ES 6 пок., (12-)",",Комплект Bosch AeroTwin AR813S,Комплект Bosch AeroTwin (AR26U+AR18U),Комплект Alca Super Flat (ASF65+ASF45),Комплект Heyner Hybrid (HG65+HG45),Комплект Heyner All Seasons (HAS65+HAS45),Комплект Hella Razor Hybrid (26+18),Комплект SWF VisioNext (119865+119845),Комплект Alca Winter (AW65+AW45)"
734,"Lexus,ES,5 пок., (07-12)",https://avto-dvorniki.ru/car/lexus/es/0316/,"Стеклоочистители для Lexus ES 5 пок., (07-12)",",Комплект Bosch AeroTwin AR607S,Комплект Hella Razor Hybrid (24+19),Комплект Bosch AeroTwin (AR24U+AR19U),Комплект Trico Ice (ICE600+ICE480),Комплект Denso Hybrid (DUR-060L+DUR-048L),Комплект Heyner Hybrid (HG60+HG48),Комплект Alca Winter (AW60+AW48),Комплект Trico NeoForm (NF600+NF480),Комплект SWF VisioFlex 119762,Комплект Hella Dyna Blade (WBU24+WBU19)"
735,"Lexus,GS,4 пок., (11-15)",https://avto-dvorniki.ru/car/lexus/gs/0319/,"Стеклоочистители для Lexus GS 4 пок., (11-15)",",Комплект Bosch AeroTwin AR813S,Комплект Bosch AeroTwin (AR26U+AR18U),Комплект Trico Ice (ICE650+ICE450),Комплект Denso Hybrid (DUR-065L+DUR-045L),Комплект Alca Super Flat (ASF65+ASF45),Комплект Heyner Hybrid (HG65+HG45),Комплект Heyner All Seasons (HAS65+HAS45),Комплект Hella Razor Hybrid (26+18),Комплект SWF VisioNext (119865+119845),Комплект Alca Winter (AW65+AW45),Комплект Trico NeoForm (NF650+NF450),Комплект Valeo HydroConnect Upgrade (HU65+HU45),Комплект Hella Dyna Blade (WBU26+WBU18)"
736,"Lexus,GS,3 пок., (05-11)",https://avto-dvorniki.ru/car/lexus/gs/0318/,"Стеклоочистители для Lexus GS 3 пок., (05-11)",",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Bosch AeroTwin (AR24U+AR20U),Комплект Trico Ice (ICE600+ICE480),Комплект Denso Hybrid (DUR-060L+DUR-048L),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Trico NeoForm (NF600+NF480),Комплект SWF VisioFlex 119763,Комплект SWF VisioNext (119860+119848),Комплект Hella Dyna Blade (WBU24+WBU19),Комплект Trico Force (TF600L+TF480L)"
737,"Lexus,GS,2 пок., (97-05)",https://avto-dvorniki.ru/car/lexus/gs/0317/,"Стеклоочистители для Lexus GS 2 пок., (97-05)",",Комплект Bosch AeroTwin AR606S,Комплект Hella Razor Hybrid (24+20),Комплект Bosch AeroTwin (AR24U+AR20U),Комплект Trico Ice (ICE600+ICE500),Комплект Heyner Hybrid (HG60+HG50),Комплект Alca Winter (AW60+AW50),Комплект Trico NeoForm (NF600+NF500),Комплект SWF VisioFlex 119763,Комплект Hella Dyna Blade (WBU24+WBU20)"
738,"Lexus,GX,2 пок., (13-) рестайлинг",https://avto-dvorniki.ru/car/lexus/gx/0863/,"Стеклоочистители для Lexus GX 2 пок., (13-) рестайлинг",",Комплект Bosch AeroTwin AR701S,Комплект Bosch AeroTwin (AR26U+AR20U),Комплект Alca Super Flat (ASF65+ASF50),Комплект Heyner Hybrid (HG65+HG50),Комплект Hella Razor Hybrid (26+20),Комплект Alca Winter (AW65+AW50)"
739,"Lexus,GX,2 пок., (09-13)",https://avto-dvorniki.ru/car/lexus/gx/0321/,"Стеклоочистители для Lexus GX 2 пок., (09-13)",",Комплект Bosch AeroTwin AR701S,Комплект Bosch AeroTwin (AR26U+AR20U),Комплект Denso Hybrid (DUR-065L+DUR-050L),Комплект Alca Super Flat (ASF65+ASF50),Комплект Heyner Hybrid (HG65+HG50),Комплект Hella Razor Hybrid (26+20),Комплект Alca Winter (AW65+AW50)"
740,"Lexus,GX,1 пок., (02-09)",https://avto-dvorniki.ru/car/lexus/gx/0320/,"Стеклоочистители для Lexus GX 1 пок., (02-09)",",Комплект Bosch AeroTwin AR550S,Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico Ice (ICE550+ICE530),Комплект Denso Hybrid (DUR-055L+DUR-053L),Комплект Alca Super Flat (ASF56+ASF53),Комплект Heyner Hybrid (HG56+HG53),Комплект Alca Winter (AW56+AW53),Комплект Trico NeoForm (NF550+NF530),Комплект Hella Razor Hybrid (22+21),Комплект Hella Dyna Blade (WBU22+WBU21),Комплект SWF VisioNext (119855+119853)"
741,"Lexus,IS,3 пок., (13-16)",https://avto-dvorniki.ru/car/lexus/is/0325/,"Стеклоочистители для Lexus IS 3 пок., (13-16)",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект Alca Winter (AW60+AW45),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Trico Force (TF600L+TF450L)"
742,"Lexus,IS,2 пок., (05-12)",https://avto-dvorniki.ru/car/lexus/is/0324/,"Стеклоочистители для Lexus IS 2 пок., (05-12)",",Комплект Bosch AeroTwin AR551S,Комплект Hella Razor Hybrid (22+20),Комплект Bosch AeroTwin (AR22U+AR20U),Комплект Trico Ice (ICE550+ICE500),Комплект Denso Hybrid (DUR-055L+DUR-050L),Комплект Alca Super Flat (ASF56+ASF50),Комплект Heyner Hybrid (HG56+HG50),Комплект Alca Winter (AW56+AW50),Комплект SWF VisioNext (119855+119850),Комплект Trico NeoForm (NF550+NF500),Комплект Valeo HydroConnect Upgrade (HU55+HU48),Комплект SWF VisioFlex 119741,Комплект Hella Dyna Blade (WBU22+WBU20)"
743,"Lexus,IS,1 пок., (99-05) универсал",https://avto-dvorniki.ru/car/lexus/is/0323/,"Стеклоочистители для Lexus IS 1 пок., (99-05) универсал",",Комплект Bosch AeroTwin AR728S,Комплект Hella Razor Hybrid (22+19),Комплект Bosch AeroTwin (AR22U+AR19U),Комплект Trico Ice (ICE550+ICE480),Комплект Denso Hybrid (DUR-055L+DUR-048L),Комплект Alca Super Flat (ASF56+ASF48),Комплект Heyner Hybrid (HG56+HG48),Комплект Alca Winter (AW56+AW48),Комплект Trico NeoForm (NF550+NF480),Комплект SWF VisioFlex 119740,Комплект Hella Dyna Blade (WBU22+WBU19),Комплект SWF VisioNext (119855+119848),Комплект Trico Force (TF550L+TF480L)"
744,"Lexus,IS,1 пок., (99-05) седан",https://avto-dvorniki.ru/car/lexus/is/0322/,"Стеклоочистители для Lexus IS 1 пок., (99-05) седан",",Комплект Bosch AeroTwin AR728S,Комплект Hella Razor Hybrid (22+19),Комплект Bosch AeroTwin (AR22U+AR19U),Комплект Trico Ice (ICE550+ICE480),Комплект Denso Hybrid (DUR-055L+DUR-048L),Комплект Alca Super Flat (ASF56+ASF48),Комплект Heyner Hybrid (HG56+HG48),Комплект Alca Winter (AW56+AW48),Комплект Trico NeoForm (NF550+NF480),Комплект SWF VisioFlex 119740,Комплект Hella Dyna Blade (WBU22+WBU19),Комплект SWF VisioNext (119855+119848),Комплект Trico Force (TF550L+TF480L)"
745,"Lexus,LC,1 пок., (17-)",https://avto-dvorniki.ru/car/lexus/lc/1850/,"Стеклоочистители для Lexus LC 1 пок., (17-)",",Комплект Bosch AeroTwin AR551S,Комплект Hella Razor Hybrid (22+20),Комплект Bosch AeroTwin (AR22U+AR20U),Комплект Trico Ice (ICE550+ICE500),Комплект Denso Hybrid (DUR-055L+DUR-050L),Комплект Alca Super Flat (ASF56+ASF50),Комплект Heyner Hybrid (HG56+HG50),Комплект Alca Winter (AW56+AW50),Комплект SWF VisioNext (119855+119850),Комплект Trico NeoForm (NF550+NF500),Комплект Hella Dyna Blade (WBU22+WBU20)"
746,"Lexus,LS,4 пок., (07-12)",https://avto-dvorniki.ru/car/lexus/ls/0328/,"Стеклоочистители для Lexus LS 4 пок., (07-12)",",Комплект Bosch AeroTwin (AR24U+AR17U),Комплект Denso Hybrid (DUR-060L+DUR-043L),Комплект Heyner Hybrid (HG60+HG43),Комплект Alca Winter (AW60+AW43),Комплект Trico NeoForm (NF600+NF430),Комплект Trico Ice (ICE600+ICE430),Комплект Trico Force (TF600L+TF430L)"
747,"Lexus,LS,3 пок., (01-06)",https://avto-dvorniki.ru/car/lexus/ls/0327/,"Стеклоочистители для Lexus LS 3 пок., (01-06)",",Комплект Bosch AeroTwin AR601S,Комплект Bosch AeroTwin (AR24U+AR16U),Комплект Trico Ice (ICE600+ICE400),Комплект SWF VisioFlex 119760,Комплект Heyner Hybrid (HG60+HG40),Комплект Hella Razor Hybrid (24+16),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioNext (119860+119840),Комплект Trico NeoForm (NF600+NF400),Комплект Hella Dyna Blade (WBU24+WBU16)"
748,"Lexus,LS,2 пок., (95-00)",https://avto-dvorniki.ru/car/lexus/ls/0326/,"Стеклоочистители для Lexus LS 2 пок., (95-00)",",Комплект Bosch AeroTwin (AR22U+AR16U),Комплект Trico Ice (ICE550+ICE400),Комплект Denso Hybrid (DUR-055L+DU-040L),Комплект Alca Super Flat (ASF56+ASF40),Комплект Heyner Hybrid (HG56+HG40),Комплект Hella Razor Hybrid (22+16),Комплект Alca Winter (AW56+AW40),Комплект SWF VisioNext (119855+119840),Комплект Trico NeoForm (NF550+NF400),Комплект Trico Force (TF550L+TF400L)"
749,"Lexus,LX,3 пок., (15-) 2-й рестайлинг",https://avto-dvorniki.ru/car/lexus/lx/1571/,"Стеклоочистители для Lexus LX 3 пок., (15-) 2-й рестайлинг",",Комплект Bosch AeroTwin AR801S,Комплект Hella Razor Hybrid (24+22),Комплект Bosch AeroTwin (AR24U+AR22U),Комплект Trico Ice (ICE600+ICE550),Комплект Denso Hybrid (DUR-060L+DUR-055L),Комплект Heyner Hybrid (HG60+HG56),Комплект Alca Winter (AW60+AW56),Комплект SWF VisioNext (119860+119855),Комплект Trico NeoForm (NF600+NF550),Комплект Hella Dyna Blade (WBU24+WBU22)"
750,"Lexus,LX,3 пок., (12-15) 1-й рестайлинг",https://avto-dvorniki.ru/car/lexus/lx/1170/,"Стеклоочистители для Lexus LX 3 пок., (12-15) 1-й рестайлинг",",Комплект Bosch AeroTwin AR801S,Комплект Hella Razor Hybrid (24+22),Комплект Bosch AeroTwin (AR24U+AR22U),Комплект Trico Ice (ICE600+ICE550),Комплект Denso Hybrid (DUR-060L+DUR-055L),Комплект Heyner Hybrid (HG60+HG56),Комплект Alca Winter (AW60+AW56),Комплект SWF VisioNext (119860+119855),Комплект Trico NeoForm (NF600+NF550),Комплект Hella Dyna Blade (WBU24+WBU22)"
751,"Lexus,LX,3 пок., (07-12)",https://avto-dvorniki.ru/car/lexus/lx/0330/,"Стеклоочистители для Lexus LX 3 пок., (07-12)",",Комплект Bosch AeroTwin AR801S,Комплект Hella Razor Hybrid (24+22),Комплект Bosch AeroTwin (AR24U+AR22U),Комплект Trico Ice (ICE600+ICE550),Комплект Denso Hybrid (DUR-060L+DUR-055L),Комплект Heyner Hybrid (HG60+HG56),Комплект Alca Winter (AW60+AW56),Комплект SWF VisioNext (119860+119855),Комплект Trico NeoForm (NF600+NF550),Комплект Hella Dyna Blade (WBU24+WBU22)"
752,"Lexus,LX,2 пок., (98-07)",https://avto-dvorniki.ru/car/lexus/lx/0329/,"Стеклоочистители для Lexus LX 2 пок., (98-07)",",Комплект Hella Razor Hybrid (24+22),Комплект Bosch AeroTwin (AR24U+AR22U),Комплект Trico Ice (ICE600+ICE550),Комплект Denso Hybrid (DUR-060L+DUR-055L),Комплект Heyner Hybrid (HG60+HG56),Комплект Alca Winter (AW60+AW56),Комплект SWF VisioNext (119860+119855),Комплект Trico NeoForm (NF600+NF550),Комплект Hella Dyna Blade (WBU24+WBU22)"
753,"Lexus,NX,(14-)",https://avto-dvorniki.ru/car/lexus/nx/1259/,Стеклоочистители для Lexus NX (14-),",Комплект Bosch AeroTwin A156S,Комплект SWF VisioFlex 119479,Комплект OEM Toyota/Lexus Front Flat (85222-78012+85212-78011),Комплект OEM Toyota/Lexus Резинки (85214-78020+85214-78010)"
754,"Lexus,RC,(14-)",https://avto-dvorniki.ru/car/lexus/rc/0864/,Стеклоочистители для Lexus RC (14-),",Комплект Trico Ice (ICE650+ICE550),Комплект Alca Super Flat (ASF65+ASF56),Комплект Heyner Hybrid (HG65+HG56),Комплект Alca Winter (AW65+AW56),Комплект Hella Dyna Blade (WBU26+WBU22),Комплект Trico NeoForm (NF650+NF550)"
755,"Lexus,RX,4 пок., (15-)",https://avto-dvorniki.ru/car/lexus/rx/1240/,"Стеклоочистители для Lexus RX 4 пок., (15-)",",Комплект Bosch AeroTwin A088S,Комплект Trico Ice (ICE650+ICE500),Комплект Bosch AeroTwin Plus (AP650U+AP500U),Комплект SWF VisioFlex 119414,Комплект Valeo Silencio Flat VF428 / VM428,Комплект Alca Super Flat (ASF65+ASF50),Комплект Valeo First Multiconnection (VFB65+VFB50),Комплект Hella Dyna Blade (WBU26+WBU20),Комплект Denso Flat DF-037"
756,"Lexus,RX,3 пок., (12-15) рестайлинг",https://avto-dvorniki.ru/car/lexus/rx/1239/,"Стеклоочистители для Lexus RX 3 пок., (12-15) рестайлинг",",Комплект Trico NeoForm (NF650+NF550),Комплект Valeo HydroConnect Upgrade (HU65+HU55)"
757,"Lexus,RX,3 пок., (09-12)",https://avto-dvorniki.ru/car/lexus/rx/0333/,"Стеклоочистители для Lexus RX 3 пок., (09-12)",",Комплект Bosch AeroTwin (AR26U+AR22U),Комплект Bosch AeroTwin AR655S,Комплект Trico Ice (ICE650+ICE550),Комплект Denso Hybrid (DUR-065L+DUR-055L),Комплект Alca Super Flat (ASF65+ASF56),Комплект Heyner Hybrid (HG65+HG56),Комплект Hella Razor Hybrid (26+22),Комплект Alca Winter (AW65+AW56),Комплект SWF VisioNext (119865+119855),Комплект Trico NeoForm (NF650+NF550),Комплект Valeo HydroConnect Upgrade (HU65+HU55),Комплект Hella Dyna Blade (WBU26+WBU22)"
